experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,ball1_movement_location_0,knuckle_(0)_movement_location_0,knuckle_(1)_movement_location_0
my_experiment,167_INT3,1,1,1,1,20.65836,75.64142,my_experiment/167_INT3/S001/trackers/ball1_movement_T001.csv,my_experiment/167_INT3/S001/trackers/knuckle_(0)_movement_T001.csv,my_experiment/167_INT3/S001/trackers/knuckle_(1)_movement_T001.csv
